text,kind_effect,task,object,physical_effect,id
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Aquecer,Líquido,Lamela,f98c503b-d7dd-4100-a438-b4fd1e51e460
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido causa Lamela.",Aplicação,Aquecer,Sólido,Lamela,7b5ae7f3-c5cc-4f30-8e5b-d6581e17ea9e
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Aquecer,Sólido dividido,Lamela,f7837138-3543-4616-b156-fe1bad95a59c
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Detectar,Sólido dividido,Lamela,9c4f2ad1-2c4c-4f99-a53d-703c393b099f
"O/a ""Esfriar"" é um/uma Aplicação, que no/na Gás causa Lamela.",Aplicação,Esfriar,Gás,Lamela,04b7329e-2d04-490c-a5e5-07adee3fcc7f
"O/a ""Esfriar"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Esfriar,Líquido,Lamela,1c008c40-45f3-42c9-9b38-877e1a5a80b5
"O/a ""Esfriar"" é um/uma Aplicação, que no/na Sólido causa Lamela.",Aplicação,Esfriar,Sólido,Lamela,30119fd2-0ad0-4979-aa20-5caebca42dfd
"O/a ""Extrair"" é um/uma Aplicação, que no/na Gás causa Lamela.",Aplicação,Extrair,Gás,Lamela,a0c8b6c9-e8db-4e2b-97ee-b5549b7bb2fc
"O/a ""Extrair"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Extrair,Líquido,Lamela,698e00f2-f430-4687-8477-788db3d9bc56
"O/a ""Extrair"" é um/uma Aplicação, que no/na Sólido causa Lamela.",Aplicação,Extrair,Sólido,Lamela,9bcadb98-c080-409a-bc5a-dcc80f810a36
"O/a ""Extrair"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Extrair,Sólido dividido,Lamela,5249d6fa-18a1-4755-9f51-faa654ceb47d
"O/a ""Limpar"" é um/uma Aplicação, que no/na Gás causa Lamela.",Aplicação,Limpar,Gás,Lamela,7f8a41a7-50dc-45f2-b4d7-bc350c28e873
"O/a ""Limpar"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Limpar,Líquido,Lamela,1c118b7a-55a2-4b96-965c-3f4b86f5404f
"O/a ""Limpar"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Limpar,Sólido dividido,Lamela,f3e1bb05-b15c-4466-8443-8acbd682bf38
"O/a ""Misturar"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Misturar,Sólido dividido,Lamela,e4a1b458-1f40-4f2d-8da0-9202480b29f1
"O/a ""Mover"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Mover,Sólido dividido,Lamela,b0dad731-c10d-46d5-9898-77cc04c7f786
"O/a ""Purificar"" é um/uma Aplicação, que no/na Gás causa Lamela.",Aplicação,Purificar,Gás,Lamela,1938879a-f0ab-45f2-9b01-526f1d472649
"O/a ""Purificar"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Purificar,Líquido,Lamela,14777cc6-b206-43f3-9343-151ad28e70a2
"O/a ""Remover"" é um/uma Aplicação, que no/na Gás causa Lamela.",Aplicação,Remover,Gás,Lamela,273037db-2406-4351-ab51-f6b4a6df2a59
"O/a ""Remover"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Remover,Líquido,Lamela,2dae9dc5-d22f-459d-9681-ad21fa26d7d2
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido causa Lamela.",Aplicação,Remover,Sólido,Lamela,b7a1d975-dc43-44a4-bb2e-aa6eca06fd33
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Remover,Sólido dividido,Lamela,872d7a0b-8777-45e6-9e8a-42b340fc106b
"O/a ""Resistir"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Resistir,Sólido dividido,Lamela,a983783c-081b-44df-a781-f6c2656f0f87
"O/a ""Segurar"" é um/uma Aplicação, que no/na Líquido causa Lamela.",Aplicação,Segurar,Líquido,Lamela,2158a800-a26a-4f0a-baf3-f6f94fb8c9d4
"O/a ""Separar"" é um/uma Aplicação, que no/na Sólido causa Lamela.",Aplicação,Separar,Sólido,Lamela,6f6c3f7a-7a14-4c87-9d8d-d44c1dcf89e5
"O/a ""Separar"" é um/uma Aplicação, que no/na Sólido dividido causa Lamela.",Aplicação,Separar,Sólido dividido,Lamela,25d2ad47-0f80-46c5-913c-9c8f60028b67
"O/a ""Apertar"" é um/uma Aplicação, que no/na Sólido dividido causa Laminação.",Aplicação,Apertar,Sólido dividido,Laminação,95d539c3-902c-494e-aee4-3d3f01473a20
"O/a ""Expandir"" é um/uma Aplicação, que no/na Sólido causa Laminação.",Aplicação,Expandir,Sólido,Laminação,bd80015e-ffa3-473f-97cd-2b7fdbf4cca2
"O/a ""Proteger"" é um/uma Aplicação, que no/na Sólido causa Laminação.",Aplicação,Proteger,Sólido,Laminação,5b2cc1c1-5e40-4730-ab48-1bbc90cae1ce
"O/a ""Proteger"" é um/uma Aplicação, que no/na Sólido dividido causa Laminação.",Aplicação,Proteger,Sólido dividido,Laminação,542ada57-1788-458c-8fb0-30f4084ded2a
"O/a ""Segurar"" é um/uma Aplicação, que no/na Sólido dividido causa Laminação.",Aplicação,Segurar,Sólido dividido,Laminação,93830936-aaca-44a5-a529-09a36c16d432
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Gás causa Laser.",Aplicação,Aquecer,Gás,Laser,ec136e71-56ad-40c2-88c4-5732d10b9d20
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Líquido causa Laser.",Aplicação,Aquecer,Líquido,Laser,32bf1033-813c-434d-b5b2-a54cc222e8fb
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Aquecer,Sólido,Laser,84f5a2f8-b91e-41bd-857b-e905ccef4520
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Aquecer,Sólido dividido,Laser,be753ebc-6d44-4573-a487-1c9e8c2f2965
"O/a ""Derreter"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Derreter,Sólido,Laser,a23ebcec-dd54-4d30-981b-46921a08b216
"O/a ""Derreter"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Derreter,Sólido dividido,Laser,79be3601-de50-41cc-a178-0eae21783b05
"O/a ""Desmembrar"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Desmembrar,Sólido dividido,Laser,dfa2174c-7a76-40fc-94a4-be592fd10404
"O/a ""Destruir"" é um/uma Aplicação, que no/na Gás causa Laser.",Aplicação,Destruir,Gás,Laser,a4026f74-aac2-4e47-ba5a-3ebc2cd8255a
"O/a ""Destruir"" é um/uma Aplicação, que no/na Líquido causa Laser.",Aplicação,Destruir,Líquido,Laser,b95c07b7-b6be-4116-93e2-b81374c2da76
"O/a ""Destruir"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Destruir,Sólido,Laser,8f6b9578-8c97-4fe9-9353-8494cab7f1ae
"O/a ""Destruir"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Destruir,Sólido dividido,Laser,40b0d720-3b79-48bc-815f-1698bc6d3af1
"O/a ""Detectar"" é um/uma Aplicação, que no/na Gás causa Laser.",Aplicação,Detectar,Gás,Laser,65c4c4b6-7656-4a86-91c0-aaa5b0091ae3
"O/a ""Detectar"" é um/uma Aplicação, que no/na Líquido causa Laser.",Aplicação,Detectar,Líquido,Laser,20c47a9b-e2b2-4a75-9a46-a6b2e6d2860a
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Detectar,Sólido,Laser,f04eb69c-1cb6-4b2d-b40a-567d58848eac
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Detectar,Sólido dividido,Laser,9c6cd931-ff36-4297-9828-490d641e4c76
"O/a ""Evaporar"" é um/uma Aplicação, que no/na Líquido causa Laser.",Aplicação,Evaporar,Líquido,Laser,dfc10ae6-f4a9-47eb-b3f2-83a63e98b27c
"O/a ""Evaporar"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Evaporar,Sólido,Laser,de60a1b8-7295-4d99-9c10-8563585bbdbe
"O/a ""Evaporar"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Evaporar,Sólido dividido,Laser,7c0ee0de-e5b6-4c58-b788-9b7c1f4cc2fb
"O/a ""Expandir"" é um/uma Aplicação, que no/na Campo causa Laser.",Aplicação,Expandir,Campo,Laser,43d958be-26b7-4ff1-840f-1e164d9c898e
"O/a ""Limpar"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Limpar,Sólido,Laser,af34cab5-2c8c-4b1d-bbab-66677f32cbd0
"O/a ""Mudar de fase"" é um/uma Aplicação, que no/na Líquido causa Laser.",Aplicação,Mudar de fase,Líquido,Laser,ea933c3f-aa2c-4a49-9e82-acdc2d3641b6
"O/a ""Mudar de fase"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Mudar de fase,Sólido,Laser,9d34f1a1-1e47-4c7a-a39a-1eff2c6cc43f
"O/a ""Mudar de fase"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Mudar de fase,Sólido dividido,Laser,58a010b2-254f-474a-b047-b163ec4db5b3
"O/a ""Produzir"" é um/uma Aplicação, que no/na Campo causa Laser.",Aplicação,Produzir,Campo,Laser,794a45be-2ea8-4ab6-9c2f-012995de0fa1
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido causa Laser.",Aplicação,Remover,Sólido,Laser,53d571e1-3632-4340-8005-1f18a71b7c60
"O/a ""Remover"" é um/uma Aplicação, que no/na Sólido dividido causa Laser.",Aplicação,Remover,Sólido dividido,Laser,c42aa86e-98f2-4f7b-b7f2-edb410b84eac
"O/a ""Expandir"" é um/uma Efeito, que no/na Campo causa Lei da força de Ampère.",Efeito,Expandir,Campo,Lei da força de Ampère,faf594bf-6711-40ba-b5fd-85dc65befc6e
"O/a ""Produzir"" é um/uma Efeito, que no/na Campo causa Lei da força de Ampère.",Efeito,Produzir,Campo,Lei da força de Ampère,301efa6b-6f5a-44e1-a2d8-66a68c4223f0
"O/a ""Expandir"" é um/uma Efeito, que no/na Campo causa Lei de Ampère.",Efeito,Expandir,Campo,Lei de Ampère,5c6610be-3437-4a98-a655-404e1e5ea480
"O/a ""Produzir"" é um/uma Efeito, que no/na Campo causa Lei de Ampère.",Efeito,Produzir,Campo,Lei de Ampère,f3ed22d2-c36d-4630-8b47-837c970df56b
"O/a ""Absorver"" é um/uma Efeito, que no/na Campo causa Lei de Biot-Savart.",Efeito,Absorver,Campo,Lei de Biot-Savart,1ed54167-bd79-4215-aa0a-1b60a65f6409
"O/a ""Acumular"" é um/uma Efeito, que no/na Campo causa Lei de Biot-Savart.",Efeito,Acumular,Campo,Lei de Biot-Savart,7ba1d255-9aed-4869-80e6-914c450a8533
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Lei de Biot-Savart.",Efeito,Detectar,Campo,Lei de Biot-Savart,04f5d804-d8b0-42a1-aa38-223d5085730d
"O/a ""Girar"" é um/uma Efeito, que no/na Campo causa Lei de Biot-Savart.",Efeito,Girar,Campo,Lei de Biot-Savart,244c0e3d-1652-45e1-84ba-1f892278f98f
"O/a ""Produzir"" é um/uma Efeito, que no/na Campo causa Lei de Biot-Savart.",Efeito,Produzir,Campo,Lei de Biot-Savart,cb7ed3ba-198a-402f-a17e-b634e286103e
"O/a ""Comprimir"" é um/uma Efeito, que no/na Gás causa Lei de Boyle-Mariotte.",Efeito,Comprimir,Gás,Lei de Boyle-Mariotte,e9a86775-5904-44ea-adf6-f78d626f5795
"O/a ""Expandir"" é um/uma Efeito, que no/na Gás causa Lei de Boyle-Mariotte.",Efeito,Expandir,Gás,Lei de Boyle-Mariotte,8135e73e-9947-43fa-9e38-861aa9554468
"O/a ""Misturar"" é um/uma Efeito, que no/na Líquido causa Lei de Coulomb.",Efeito,Misturar,Líquido,Lei de Coulomb,b0a4cc1e-e89f-4ec1-acb2-379bccb7b83b
"O/a ""Misturar"" é um/uma Efeito, que no/na Sólido causa Lei de Coulomb.",Efeito,Misturar,Sólido,Lei de Coulomb,85114961-1b40-42a1-a3cb-c6a30d8b9aeb
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Lei de Coulomb.",Efeito,Detectar,Campo,Lei de Coulomb,d8764749-e1c3-4dc2-bda5-8a11f3adc0f4
"O/a ""Girar"" é um/uma Efeito, que no/na Sólido causa Lei de Coulomb.",Efeito,Girar,Sólido,Lei de Coulomb,9b0001e9-428c-4182-941c-e207e7025365
"O/a ""Misturar"" é um/uma Efeito, que no/na Gás causa Lei de Coulomb.",Efeito,Misturar,Gás,Lei de Coulomb,c5a37014-68f8-4508-8008-f2172a9fc137
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Lei de Coulomb.",Efeito,Mover,Sólido,Lei de Coulomb,fe0433a8-4aa0-443e-979e-51736a412073
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Coulomb.",Efeito,Mover,Sólido dividido,Lei de Coulomb,34d39e76-789a-4578-9f1d-07ba481ba186
"O/a ""Orientar"" é um/uma Efeito, que no/na Sólido causa Lei de Coulomb.",Efeito,Orientar,Sólido,Lei de Coulomb,c5a2ae4c-4ce0-4db8-ba2a-60fbd7856fb5
"O/a ""Remover"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Coulomb.",Efeito,Remover,Sólido dividido,Lei de Coulomb,e9679763-24d4-4763-a112-c598fa6601d2
"O/a ""Separar"" é um/uma Efeito, que no/na Gás causa Lei de Coulomb.",Efeito,Separar,Gás,Lei de Coulomb,5236d133-8755-4b07-a5c5-f5e28061fa86
"O/a ""Separar"" é um/uma Efeito, que no/na Líquido causa Lei de Coulomb.",Efeito,Separar,Líquido,Lei de Coulomb,79696b16-6e86-4940-bd3f-45a9f1b8a3d6
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Lei de Coulomb.",Efeito,Separar,Sólido,Lei de Coulomb,1a651035-72a6-47b2-b403-44e2e1212ec7
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Coulomb.",Efeito,Separar,Sólido dividido,Lei de Coulomb,0c0cf7a1-2ff5-45ee-a1dc-6252d1c29c61
"O/a ""Vibrar"" é um/uma Aplicação, que no/na Sólido causa Lei de Coulomb.",Aplicação,Vibrar,Sólido,Lei de Coulomb,b39986fb-a7ad-4621-953a-8151a8e4c263
"O/a ""Absorver"" é um/uma Efeito, que no/na Campo causa Lei de Hooke.",Efeito,Absorver,Campo,Lei de Hooke,e59d0390-6ea2-4b34-b94d-3d658eaa85dc
"O/a ""Acumular"" é um/uma Efeito, que no/na Campo causa Lei de Hooke.",Efeito,Acumular,Campo,Lei de Hooke,43a1a477-87aa-4f6b-bfe0-e563819f40e1
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido causa Lei de Hooke.",Efeito,Comprimir,Sólido,Lei de Hooke,a16d793b-2290-4467-a4af-4faecfd03661
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Lei de Hooke.",Efeito,Detectar,Campo,Lei de Hooke,7c6c792b-267f-464f-9609-b109082b05b3
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido causa Lei de Hooke.",Efeito,Expandir,Sólido,Lei de Hooke,47b1f7a0-c3c5-46bb-ad20-80ccae7df503
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Lei de Hooke.",Efeito,Mover,Sólido,Lei de Hooke,6339fa6f-9240-4963-9ea8-ae50b84d7981
"O/a ""Resistir"" é um/uma Efeito, que no/na Campo causa Lei de Hooke.",Efeito,Resistir,Campo,Lei de Hooke,46368d7f-3abd-4b6d-ab5b-1c57b8546687
"O/a ""Absorver"" é um/uma Efeito, que no/na Campo causa Lei de Joule.",Efeito,Absorver,Campo,Lei de Joule,4d41daf2-e346-4457-b408-69e7f19648e4
"O/a ""Aquecer"" é um/uma Efeito, que no/na Gás causa Lei de Joule.",Efeito,Aquecer,Gás,Lei de Joule,0c847557-e99c-4f11-98fa-0208bffb3b79
"O/a ""Aquecer"" é um/uma Efeito, que no/na Líquido causa Lei de Joule.",Efeito,Aquecer,Líquido,Lei de Joule,b93fb2a4-2180-4b74-a53a-a54d4637eeb5
"O/a ""Aquecer"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Aquecer,Sólido,Lei de Joule,e8b65dc5-9761-4a30-8d83-440b95dcf583
"O/a ""Aquecer"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Joule.",Efeito,Aquecer,Sólido dividido,Lei de Joule,5e9d1101-e606-48c4-ad8b-de6759b98352
"O/a ""Derreter"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Derreter,Sólido,Lei de Joule,83ae3f12-0479-448d-a41f-0f073529055a
"O/a ""Derreter"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Joule.",Efeito,Derreter,Sólido dividido,Lei de Joule,b3ec5e3b-a5b0-4381-a78d-deaf9d60efed
"O/a ""Desmembrar"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Desmembrar,Sólido,Lei de Joule,93d1226b-baf8-408b-94e4-5f98a64c82c8
"O/a ""Desmembrar"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Joule.",Efeito,Desmembrar,Sólido dividido,Lei de Joule,3964f3bc-2854-4061-b513-1a3b5663a422
"O/a ""Destruir"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Destruir,Sólido,Lei de Joule,6bd6025b-c2c7-48a0-95f1-e778ec5298e6
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Lei de Joule.",Efeito,Detectar,Campo,Lei de Joule,991e7dfc-65db-4611-bd4b-1578bda55e72
"O/a ""Detectar"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Detectar,Sólido,Lei de Joule,8215168f-c6f8-4e60-9ee6-86939b52294a
"O/a ""Detectar"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Joule.",Efeito,Detectar,Sólido dividido,Lei de Joule,2ef2529b-b7ba-42bf-8b7e-bcf0f78d75cf
"O/a ""Evaporar"" é um/uma Efeito, que no/na Líquido causa Lei de Joule.",Efeito,Evaporar,Líquido,Lei de Joule,a5cb4c95-5dd2-4676-875b-f45d3914ef92
"O/a ""Evaporar"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Evaporar,Sólido,Lei de Joule,f5c5756c-7e43-4fd7-837c-3726769a4f98
"O/a ""Expandir"" é um/uma Efeito, que no/na Gás causa Lei de Joule.",Efeito,Expandir,Gás,Lei de Joule,b2a21f8a-f2b6-44d9-bc3f-accb9248bbdb
"O/a ""Expandir"" é um/uma Efeito, que no/na Líquido causa Lei de Joule.",Efeito,Expandir,Líquido,Lei de Joule,e2653023-6e24-4f1d-9ba9-2cefc74b16bf
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Expandir,Sólido,Lei de Joule,82c330c0-0326-42be-a70e-6282168d8cd7
"O/a ""Mudar de fase"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Mudar de fase,Sólido,Lei de Joule,6362b2be-c584-42c6-a508-a8ad61604c78
"O/a ""Mudar de fase"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Joule.",Efeito,Mudar de fase,Sólido dividido,Lei de Joule,8e363732-a3f8-4416-a7a7-2eb1c58bbb0f
"O/a ""Produzir"" é um/uma Efeito, que no/na Campo causa Lei de Joule.",Efeito,Produzir,Campo,Lei de Joule,a4f6fdd6-defd-4b44-98b3-f8d2763f8877
"O/a ""Produzir"" é um/uma Efeito, que no/na Líquido causa Lei de Joule.",Efeito,Produzir,Líquido,Lei de Joule,2532a79e-9064-4c6f-9c54-140a2b9b0bde
"O/a ""Secar"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Secar,Sólido,Lei de Joule,7bb302fd-b5ba-4435-8e4a-afc0c649d981
"O/a ""Secar"" é um/uma Efeito, que no/na Sólido dividido causa Lei de Joule.",Efeito,Secar,Sólido dividido,Lei de Joule,ec9aae38-da9e-4c24-9153-ac83beaf0ec5
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Lei de Joule.",Efeito,Separar,Sólido,Lei de Joule,cdac5733-0dbd-4ba0-96e7-0d02be0425f6
"O/a ""Produzir"" é um/uma Aplicação, que no/na Campo causa Lei de Ohm.",Aplicação,Produzir,Campo,Lei de Ohm,cc00bdab-c2fb-4ce3-94a2-f0f0715458ca
"O/a ""Detectar"" é um/uma Efeito, que no/na Campo causa Lei de Ohm.",Efeito,Detectar,Campo,Lei de Ohm,e02d0b97-9662-45c3-be34-d53a0cb480d8
"O/a ""Acumular"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Acumular,Sólido,Leito fluidizado,9f809ce2-54e7-42cb-a8aa-e4779fb49212
"O/a ""Aquecer"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Aquecer,Sólido,Leito fluidizado,53e440bc-a471-42c2-9c53-8483e3e2cad9
"O/a ""Comprimir"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Comprimir,Sólido dividido,Leito fluidizado,fb2d861b-a8b3-4cea-972b-bca17ae1a84b
"O/a ""Concentrar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Concentrar,Sólido,Leito fluidizado,ac44b490-313c-457c-952a-851f193d3106
"O/a ""Depositar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Depositar,Sólido,Leito fluidizado,a3c7eae2-baf8-489d-a34d-256ffcd090cd
"O/a ""Desmembrar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Desmembrar,Sólido,Leito fluidizado,0a8f45b7-5095-45fd-88ff-e871d7f81ab6
"O/a ""Dobrar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Dobrar,Sólido,Leito fluidizado,236a951c-8e3d-4383-9f62-20cd5c89acfb
"O/a ""Esfriar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Esfriar,Sólido,Leito fluidizado,34b7658f-5477-4aff-8505-1702673bd52a
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Expandir,Sólido,Leito fluidizado,3012f684-9417-49b9-a053-6e950cbe540b
"O/a ""Expandir"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Expandir,Sólido dividido,Leito fluidizado,8b04529d-d26f-4e4f-9688-c4fbe919d63f
"O/a ""Girar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Girar,Sólido,Leito fluidizado,1c24e913-37fc-4ded-82f1-0dda61fd6b94
"O/a ""Girar"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Girar,Sólido dividido,Leito fluidizado,f7df8797-0c77-4b0c-9ec8-edd5cc0d8a00
"O/a ""Limpar"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Limpar,Sólido dividido,Leito fluidizado,d3910d7b-f903-46c0-9d67-628e7a9c7e3b
"O/a ""Misturar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Misturar,Sólido,Leito fluidizado,6be4f782-fa7d-472a-86b6-953f592a61e4
"O/a ""Misturar"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Misturar,Sólido dividido,Leito fluidizado,d0ae0ef1-051f-41b8-8f65-058c114526aa
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Mover,Sólido,Leito fluidizado,86b81283-d4be-46a7-8c84-d689d8a08041
"O/a ""Mover"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Mover,Sólido dividido,Leito fluidizado,4b54353f-a527-421a-9b80-72c7b22700fb
"O/a ""Mudar de fase"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Mudar de fase,Sólido,Leito fluidizado,47747c4a-e633-4764-a2ba-a0d03bcee9e5
"O/a ""Mudar de fase"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Mudar de fase,Sólido dividido,Leito fluidizado,e99fd0d6-845a-45f7-b665-6bb4a70d6e3c
"O/a ""Orientar"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Orientar,Sólido dividido,Leito fluidizado,081e32da-f285-41e7-9a7d-31cbc204fc9b
"O/a ""Secar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Secar,Sólido,Leito fluidizado,dceff207-27dc-4f2d-a4cf-304caace1e6e
"O/a ""Separar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Separar,Sólido,Leito fluidizado,9c6e5890-559b-4a62-bea4-df1d6da9816a
"O/a ""Vibrar"" é um/uma Efeito, que no/na Sólido causa Leito fluidizado.",Efeito,Vibrar,Sólido,Leito fluidizado,62d2daed-97ef-473a-a489-1d7aa6f22682
"O/a ""Vibrar"" é um/uma Efeito, que no/na Sólido dividido causa Leito fluidizado.",Efeito,Vibrar,Sólido dividido,Leito fluidizado,115174a2-3c51-4697-b230-c382c5292cdc
"O/a ""Apertar"" é um/uma Aplicação, que no/na Campo causa Lente.",Aplicação,Apertar,Campo,Lente,41a0fd9e-c291-4f90-9e26-2029af66fd16
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Gás causa Lente.",Aplicação,Aquecer,Gás,Lente,5aa40db3-7a69-4ba9-8553-c7b12935cd56
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Líquido causa Lente.",Aplicação,Aquecer,Líquido,Lente,8dffb796-d0e0-4925-b376-75bd5355e13c
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido causa Lente.",Aplicação,Aquecer,Sólido,Lente,066b5a74-6316-4aa3-a091-89b1094d1042
"O/a ""Aquecer"" é um/uma Aplicação, que no/na Sólido dividido causa Lente.",Aplicação,Aquecer,Sólido dividido,Lente,6665433f-7785-4971-ba47-e41ea8288cb8
"O/a ""Comprimir"" é um/uma Aplicação, que no/na Campo causa Lente.",Aplicação,Comprimir,Campo,Lente,f184eafa-1715-4661-a587-77c7063a6fa6
"O/a ""Concentrar"" é um/uma Aplicação, que no/na Campo causa Lente.",Aplicação,Concentrar,Campo,Lente,709d7419-51d6-43e1-8563-38d4075e9e9a
"O/a ""Derreter"" é um/uma Aplicação, que no/na Sólido causa Lente.",Aplicação,Derreter,Sólido,Lente,90010d00-65f0-49b4-8f11-96c83f37d376
"O/a ""Derreter"" é um/uma Aplicação, que no/na Sólido dividido causa Lente.",Aplicação,Derreter,Sólido dividido,Lente,e1d5dee8-f2d7-4295-a96f-f7b62facfd60
"O/a ""Detectar"" é um/uma Aplicação, que no/na Campo causa Lente.",Aplicação,Detectar,Campo,Lente,f57896cd-921e-470f-8d5a-24f41956404c
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido causa Lente.",Aplicação,Detectar,Sólido,Lente,39efecf1-12cb-480b-83f1-59a72fb3ec36
"O/a ""Detectar"" é um/uma Aplicação, que no/na Sólido dividido causa Lente.",Aplicação,Detectar,Sólido dividido,Lente,1241f17c-210b-423c-8a89-794224d16cbd
