id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc,titulo_english,match_top_10_title,kind_effect,task,object,physical_effect,derived_from,titulo_lemmatized,match_top_10_vec_distance_tasks
BR 11 2021 015002 1,30/01/2020,"MÉTODO IMPLEMENTADO EM UM NÓ DE REDE, NÓ DE REDE, MÉTODO IMPLEMENTADO EM UM DISPOSITIVO SEM FIO E DISPOSITIVO SEM FIO",H04B 7/024,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620982&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"SINALIZAÇÃO DE ELEMENTO DE CONTROLE DE CONTROLE DE ACESSO AO MEIO (MAC) PARA TRANSMISSÃO DE CANAL COMPARTILHADO DE ENLACE DESCENDENTE FÍSICO DE PONTO DE MULTITRANSMISSÃO/MULTIPAINEL. Um método, dispositivo sem fio e nó de rede são divulgados. De acordo com uma modalidade, um nó de rede é configurado para transmitir em uma mensagem de elemento de controle, CE, de controle de acesso ao meio, MAC, uma indicação de uma pluralidade Kj de estados de Indicação de Configuração de Transmissão, TCI, que são mapeados para um único ponto de código, j, em um campo de Indicação de Configuração de Transmissão, TCI, de informações de controle de enlace descendente, DCI, Kj e j sendo números inteiros, e transmitir na mensagem de CE de MAC, o número Kj de estados de TCI sendo mapeados para o ponto de código j. Em outra modalidade, um dispositivo sem fio é configurado para receber em uma mensagem de CE de MAC do nó de rede uma indicação de uma pluralidade Kj de estados de TCI que é mapeada para um único ponto de código, j, em um campo de TCI de DCI, e receber na mensagem de CE de MAC o número Kj de estados de TCI mapeado para o ponto de código j.",  H04B 7/024 ;  H04B 7/06,"Method Implemented in a Network No, Network No, Method Implemented in a Wireless Device and Wireless Device","{'Detect', 'Break Down', 'Change Phase'}",,Transmitir,Mensagem de controle,Codificação de informação,O/a Transmitir atua no/na Informação de confirmação para produzir um/uma Comunicação sem fio.,metodo implementar no rede no rede metodo implementar dispositivo fio dispositivo fio,{'incorporar'}
BR 11 2021 012334 2,30/01/2020,CONJUNTO DE ASSENTO DE SEGURANÇA PARA CRIANÇA,B60N 2/28,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1616306&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". O presente conceito inventivo se refere a um conjunto de assento de segurança para criança para uso em uma posição voltada para trás. O conjunto de assento de segurança para criança compreende: um assento de segurança para criança e uma porção de base, a ser colocada sobre um assento de veículo e para reter o dito assento de segurança para criança. À dita porção de base compreende pelo menos um trilho, um par de trincos ISOFIX, conectados ao dito pelo menos um trilho e para conectar a dita porção de base ao assento de veículo e um trenó conectado ao dito pelo menos um trilho e para reter o dito assento de segurança para criança. O trenó é, com o dito assento de segurança para criança montado sobre o mesmo, móvel ao longo do dito pelo menos um trilho de maneira tal que a posição do dito assento de segurança para criança é ajustável quando o dito conjunto de assento de segurança para criança é conectado ao assento de veículo.",  B60N 2/28,Safety seat for children,"{'Move', 'Break Down', 'Change Phase', 'Cool', 'Hold', 'Protect'}",,Ajustar,Assento de segurança,Movimento linear,"O/a ""Segurar"" atua no/na Sólido dividido para produzir um/uma Ângulo de repouso.",conjunto assento seguranca crianca,{'segurar'}
BR 11 2021 013519 7,16/01/2020,MÉTODO PARA PRODUZIR CHAPA DE AÇO ELÉTRICO DE GRÃO ORIENTADO,C21D 8/12,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1618383&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Este método para produzir uma chapa de aço elétrico de grão orientado envolve controlar o grau de oxidação (PH2O/PH2) em uma etapa de recozimento por descarburação, controlar a razão de massa de MgO e Al2O3 em um separador de recozimento em uma etapa de aplicação do separador de recozimento, controlar a razão de volume de hidrogênio em uma atmosfera de gás misto até 50% ou mais em uma etapa de recozimento final, lavar usando uma solução à qual um inibidor foi adicionado em uma etapa de remoção do separador de recozimento, controlar a rugosidade média Ra por meio de polimento químico em uma etapa de alisamento, e usar uma solução de formação de revestimento de isolamento que inclui um fosforeto cristalino em uma etapa de formação de película de revestimento de isolamento.",  C21D 8/12 ;  C21D 9/46 ;  C22C 38/00 ;  C22C 38/60 ;  H01F 1/147 ;  C23C 22/00,Method of producing green-oriented electric power sheet,"{'Produce', 'Concentrate', 'Change Phase', 'Cool', 'Heat', 'Detect', 'Clean'}",,Isolar,Chapa de aço elétrico de grão orientado,Redução da condutividade elétrica superficial,"O/a ""Orientar"" atua no/na Sólido dividido para produzir um/uma Indução eletrostática.",metodo produzir chapa aco eletrico grao orientar,{'produzir'}
BR 10 2020 003707 2,21/02/2020,PROCESSO DE MULTIPLICAÇÃO DE FUNGOS PARA USO AGRÍCOLA,A01N 63/30,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1560541&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente Patente de Invenção refere-se a um inovador processo para multiplicação de fungos para uso agrícola visando o controle de pragas na agricultura mediante produção com menor custo e menor tempo de produção. No presente processo, será utilizado arroz parboilizado, bandejas plásticas, dextrose, açúcar mascavo, prateleiras de metal, 200 a 250 gramas de fungo matriz a depender da concentração dos mesmos, panela de 10 lt com tampa, um fogão, termômetro, canecão de alumínio de 5 lt, amoxicilina líquida de 15 a 17 mg e balança digital 5 kg e, seguindo-se a sequência, deve-se pesar 2 kg de arroz parboilizado; colocar para ferver 3 lt de água, encerrando após o borbulhamento; colocar na panela os 2 kg de arroz e adicionar 5 gramas de dextrose, 10 gramas de açúcar mascavo e 2 ml de amoxicilina 15 a 17 mg; após ferver a água colocar na panela aonde estão os outros produtos, além do arroz e esperar 4 minutos; após 4 minutos retirar o excesso de líquido; aguardar a mistura esfriar até a temperatura de 25 °C; adicionar o fungo matriz após a mistura atingir 25 °C e misturar uniformemente; dividir o conteúdo da panela em 10 bandejas plásticas e acondicionar nas prateleiras por 15 dias em local limpo e desinfectado, mantendo-se a umidade com 5 ml de água por bandeja diariamente até o 14º dia apenas.",  A01N 63/30 ;  A01P 7/00,Process of multiplication of fungus for agricultural use,"{'Produce', 'Remove', 'Move', 'Change Phase', 'Separate', 'Hold', 'Clean', 'Protect'}",,Produzir,Biomanta fúngica filamentosa,Crescimento microbiano,"O/a ""Produzir"" atua no/na Campo para produzir um/uma Célula de combustível microbiana.",processo multiplicacao fungo uso agricola,{'comprimir'}
BR 20 2020 003922 4,27/02/2020,ORGANO BIOFERTILIZANTES,C05F 11/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1561267&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". É constituída de estrutura de metal nos tanques onde serão armazenados os dejetos (esterco da avicultura), no tubo injetor composto de PVC serão adicionados aos tanques dos dejetos os aditivos biológicos, minerais e proteínas, com um compressor de ar, será injetado nos tanques oxigênio para potencializar a decomposição, um tanque de plástico/lona será utilizado para armazenar o gás metano oriundo da fermentação dos dejetos e outro reservatório feito será utilizado para armazenar o material final, já denominado de ORGANO BIOFERTILIZANTES.",  C05F 11/00,Organic fertilizers,"{'Produce', 'Concentrate', 'Decomposes', 'Mix', 'Dry', 'Clean', 'Absorb', 'Extract'}",,Injetar,Oxigênio,Aceleração da decomposição biológica,"O/a ""Depositar"" atua no/na Gás para produzir um/uma Estrutura metalorgânica.",organo biofertilizante,{'produzir'}
BR 11 2021 011036 4,23/01/2020,DISPOSITIVO MÓVEL COM INTERFACE PARA TRATAMENTO DE COCEIRA,A61F 7/08,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1614283&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A invenção se refere de um modo preferido a um dispositivo para tratamento hipertérmico de doenças de coceira e/ou herpes compreendendo um dispositivo de controle no qual pelo menos dois programas de tratamento são armazenados e uma interface para uma seleção de um dos pelo menos dois programas de tratamento por meio de um dispositivo móvel, de modo que após a atuação de um elemento operacional, o dispositivo de controle aqueça uma superfície de tratamento de acordo com o programa de tratamento selecionado a uma temperatura de tratamento entre 40° - 65°C e mantenha a temperatura de tratamento por uma duração de tratamento entre 1 e 12 segundos.",  A61F 7/08 ;  G16H 40/67,Mobile device with interface for cure treatment,"{'Break Down', 'Change Phase', 'Separate', 'Hold', 'Detect', 'Clean', 'Join'}",,Aquecer,Superfície de tratamento,Aumento da temperatura,"O/a ""Aquecer"" atua no/na Líquido para produzir um/uma Irradiação térmica.",dispositivo movel interface tratamento coceira,{'prevenir'}
BR 11 2021 016444 8,07/02/2020,VEÍCULO TERRESTRE BLINDADO,F41A 23/20,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623843&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata-se de um veículo (1) que compreende: - um teto (2) definido por uma abertura que contém uma reentrância (3); - um sistema de arma retrátil (4) que pode ser alocado automaticamente entre uma primeira posição retraída localizada dentro do veículo na reentrância (3) do teto (2) e uma segunda posição operacional e alocada localizada fora do veículo; - um mecanismo automático (8) capaz de assegurar, durante o uso, que o sistema de arma (4) seja movido entre as duas posições mencionadas anteriormente; caracterizado pelo fato de que o veículo compreende um envoltório (5) conectado de forma rígida ao sistema de arma (4) tornando possível a cobertura da reentrância (3) formando-se uma junção entre um contorno externo do dito envoltório (5) e uma periferia da abertura do teto (2) projetada para engatar perfeitamente, quando o sistema de arma (4) estiver na primeira posição retraída.",  F41A 23/20,The Blinded Vehicle,"{'Move', 'Break Down', 'Remove', 'Expand', 'Change Phase', 'Separate', 'Destroy', 'Hold', 'Join', 'Protect'}",,Proteger,Abertura do teto,Blindagem,O/a Manter aberto atua no/na Saco para produzir um/uma Estabilização mecânica.,veiculo terrestre blindar,{'proteger'}
BR 11 2021 016597 5,21/02/2020,DIAGNÓSTICO OU PROGNÓSTICO DE EVENTOS ADVERSOS PÓS-CIRÚRGICOS,G01N 33/68,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624056&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"DIAGNÓSTICO OU PROGNÓSTICO DE EVENTOS ADVERSOS PÓSCIRÚRGICOS. A invenção se refere a um método para o diagnóstico, prognóstico, avaliação de risco e/ou estratificação de risco de um evento adverso na saúde de um paciente pós-cirúrgico, compreendendo o fornecimento de pelo menos uma amostra de um paciente que foi submetido, está sendo submetido ou será submetido à cirurgia, em que pelo menos uma amostra foi isolada do paciente pré-cirúrgico, perioperatória ou pós-cirúrgica, determinando um nível de pelo menos um biomarcador selecionado do grupo que consiste em pró-ADM, PCT e proET-1 ou fragmento (ou fragmentos) dos mesmos no dito em pelo menos uma amostra, em que o dito nível do pelo menos um biomarcador ou fragmento (ou fragmentos) do mesmo se correlaciona com a probabilidade do dito evento adverso. Em algumas modalidades, o método é usado para prever ou diagnosticar uma probabilidade elevada ou diminuída de uma infecção pós-cirúrgica ou infecção sanguínea. Em algumas modalidades, o método é usado para prever ou diagnosticar uma probabilidade elevada ou diminuída de um evento adverso cardiovascular ou cerebrovascular pós-cirúrgico, de preferência um evento cardiovascular adverso principal ou cerebrovascular (MACCE), lesão miocárdica importante após cirurgia não cardíaca (IMSN) ou lesão miocárdica perioperatória (IMP). Em algumas modalidades, o método compreende adicionalmente orientação, estratificação e/ou controle de terapia em relação aos ditos eventos adversos pós-cirúrgicos, em particular uma infecção ou um evento adverso cardiovascular ou cerebrovascular.",  G01N 33/68,Diagnosis or prognosis of post-chirurgical ad events,"{'Produce', 'Move', 'Break Down', 'Remove', 'Change Phase', 'Separate', 'Hold', 'Detect'}",,Diagnosticar,Amostra biológica,Correlação de biomarcadores com eventos adversos,"O/a ""Detectar"" atua no/na Líquido para produzir um/uma Electrical Impedance Tomography.",diagnostico prognostico evento adverso poscirurgico,{'detectar'}
BR 11 2021 015636 4,13/02/2020,MÉTODO DE PRODUÇÃO DE UMA PLACA DE RESFRIAMENTO,B21C 23/06,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622211&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A invenção especifica um método para produção de uma placa de resfriamento (3) feita de um material com excelente condutividade térmica, como cobre, alumínio, sua liga ou semelhantes. A placa de resfriamento (3) tem pinos (4, 4 ', 4 "", 4'"") que se projetam aproximadamente perpendicularmente sobre uma área de base em uma superfície ativa (5) revestida pelo meio refrigerante. Os pinos (4, 4 ', 4 "", 4'"") são circundados por uma borda periférica plana (U) que se estende essencialmente radialmente e funcionalmente necessária. A placa de resfriamento (3) é produzida em uma ferramenta (W) formando uma peça de trabalho (WS). Para tanto, como peça de trabalho (WS), semelhante a uma peça em bruto de material plano, com espessura de material uniforme na ferramenta (W) para o processamento da conformação na ferramenta, ela é colocada totalmente na ferramenta (W) para o processamento da conformação e na parte inferior com aberturas de moldagem de pino (20). A ferramenta (W) compreende pelo menos um punção externo (23) para gerar a borda periférica essencialmente plana (U) e um punção interno (24) que funciona junto com as aberturas de moldagem de pinos (20) na ferramenta (W) para geração de pinos (4, 4 ', 4 "", 4'""). Com a peça de trabalho (WS) mantida pressionada pelo punção externo (23), os pinos (4, 4 ', 4 ""4'"") são formados em um primeiro estágio por prensagem usando o punção interno (24) em cooperação com as aberturas de moldagem de pinos(20). Em um segundo estágio, com o punção interno (24) mantido pressionado, a borda periférica (U) é correspondentemente pressionada e moldada por meio do punção externo (23).",  B21C 23/06 ;  B21C 23/18 ;  B21K 23/00 ;  H01L 21/48 ;  H01L 23/367 ;  H01L 23/373 ;  H01L 23/473 ;  H05K 7/20,Method of production of a refrigeration plate,"{'Produce', 'Move', 'Break Down', 'Change Phase', 'Separate', 'Heat', 'Hold', 'Detect'}",,Produzir,Sólido,Resfriamento,,metodo producao placa resfriamento,{'condensar'}
BR 11 2021 016353 0,14/02/2020,PROCESSO PARA PREPARAR DIAMIDAS ANTRANÍLICAS E INTERMEDIÁRIOS DAS MESMAS,C07D 405/12,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1623635&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção se refere a um processo inovador para preparar um composto da Fórmula I, em que, R1, R2, R3a, R3b, R3c, R4, R5, R6, R7 e Z são como definido na descrição. O processo compreende uma etapa inovadora e inventiva de conversão de uma diona da Fórmula II em um anidrido isatoico da Fórmula V em uma etapa única, em que, R2 é F, Cl, Br ou I; R1, R3a, R3b, R3c, R4, R5, R6, R7 e Z são como definido na descrição.",  C07D 405/12,The process of preparing anthropic and intermediate diamonds of the same,"{'Move', 'Break Down', 'Separate', 'Change Phase'}",,Converter,Diona,Formação de anidrido isatoico,"O/a ""Desmembrar"" atua no/na Sólido para produzir um/uma Diamante sintético.",processo preparar diamida antranilico intermediario mesmo,{'orientar'}
BR 10 2020 001610 5,24/01/2020,DISPOSITIVO INDICADOR PARA SITUAÇÕES DE RISCO,C21C 5/46,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1548686&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Quando do uso de tubos de gás oxigenado (3), especialmente por refluxo de escória e semelhantes riscos podem ocorrer situações, em que o operador deve inicializar medidas de segurança. São conhecidas seguranças de refluxo de escória, que em um tal caso por fundição de uma tampa (35) de um sensor de calor (5) se encarregam de que o fluxo de gás seja interrompido. A resposta dessa válvula de saída (6) da segurança de refluxo de escória é identificável por exemplo pelo fato de que a pressão de entrada do gás oxigenado (4) presente é utilizada para comprimir para fora pinos (21) assentando na parede (19) do tubo de gás oxigenado (3) pelo lado externo (27) do tubo de gás oxigenado (3), de modo que não podem deixar de ser vistos como sinal de alarme. O movimento dos pinos (21) pode ser utilizado para remeter a outros equipamentos de sinalização (30), para assim indicar adicionalmente esse movimento também opticamente e/ou acusticamente.",  C21C 5/46 ;  F16K 37/00 ;  F16L 55/10,Indicators for Risk Situations,"{'Prevents', 'Break Down', 'Change Phase', 'Detect', 'Protect'}",,Segurar,Gás,Tubo de Pitot,,dispositivo indicador situacao risco,{'comprimir'}
BR 11 2021 016587 8,24/02/2020,COMPOSIÇÕES DE LEITE FORTIFICADAS E SEUS PROCESSOS DE PREPARAÇÃO,A23C 9/15,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1624043&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção refere-se a um processo para a preparação de composições de leite fortificadas a partir do leite integral de mamífero. O processo da presente invenção de uma forma geral envolve a conversão de leite de mamífero em pó em uma fração enriquecida com gorduras, uma fração enriquecida com proteínas e uma fração enriquecida com carboidratos. O processo compreende tratar o leite em pó com um agente de extração de gorduras para fornecer uma fração enriquecida com gorduras e uma fração residual compreendendo proteínas e carboidratos; separar dita fração enriquecida com gorduras da fração residual; e remover o agente de extração de gorduras da fração separada enriquecida com gorduras para produzir uma fração seca de material oleoso enriquecido com gorduras e uma fração enriquecida com proteínas e carboidratos.",  A23C 9/15 ;  A23C 9/148 ;  A23C 9/152 ;  A23J 1/20 ;  A23J 3/08,Fertilized Milk Compounds and Its Preparation Processes,"{'Produce', 'Move', 'Break Down', 'Expand', 'Concentrate', 'Change Phase', 'Hold', 'Dry'}",,Separar,Leite em pó,Extração de lipídios,O/a Preparar atua no/na Bebida aromática para produzir um/uma Extração de compostos solúveis.,composicao leite fortificar processo preparacao,{'preservar'}
BR 20 2020 001352 7,22/01/2020,PRESSURIZADOR DE LÍQUIDOS,B67D 1/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1547805&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Refere-se a um equipamento com o objetivo de comprimir o ar em recipientes como tanque ou barril contendo líquidos como chopp, cerveja e/ou líquidos para promover a dosagem ou a extração destes em relação ao recipiente, sendo um equipamento de baixo custo de fabricação e uso, pois permite que parte do ar comprimido empurrado pelo compressor retorne ao motor trazendo o óleo acumulado no filtro separador ar/óleo para seu interior. O não reaproveitamento do óleo que sai junto com o ar comprimido causa um consumo elevado de óleo, o qual deve ser reabastecido pelo usuário.",  B67D 1/04,Processor of Liquids,"{'Condense', 'Break Down', 'Concentrate', 'Change Phase', 'Dilute', 'Heat', 'Evaporate', 'Dry', 'Melt', 'Absorb'}",,Comprimir,Líquido,Pressurização,,pressurizador liquido,{'comprimir'}
BR 11 2021 015679 8,07/02/2020,"COMPONENTE PARA FORMAR UM RECIPIENTE DE VIDRO, MÉTODO DE FABRICAÇÃO DE UM RECIPIENTE DE VIDRO",C03B 9/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622253&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". São divulgados aqui métodos e componentes para a fabricação de recipientes de vidro substancialmente quadrados e componentes e um método para formar parisons . Um êmbolo é estendido em um molde que pressiona o vidro derretido contra as paredes do molde e contra o êmbolo estendido. O ar comprimido é aplicado através do gargalo do parison para expandir o parison externamente contra outro molde e uma superfície de extremidade definida por um defletor. O anel de gargalo fornece recursos de retenção no gargalo do recipiente de vidro e pode incluir recursos resistentes a crianças. Cada um de molde, anel de gargalo e êmbolo produzem recipientes de vidro substancialmente quadrados com um gargalo substancialmente quadrado.",  C03B 9/00 ;  C03B 9/30,"Component to form a water recipient, method of manufacturing a water recipient","{'Move', 'Break Down', 'Expand', 'Heat', 'Hold', 'Dry', 'Clean'}",,Expandir,Vidro derretido,Deformação plástica,"O/a ""Apertar"" atua no/na Líquido para produzir um/uma Materiais refratários.",componente formar recipiente vidro metodo fabricacao recipiente vidro,"{'produzir', 'incorporar'}"
BR 11 2021 014625 3,28/01/2020,"MÉTODO PARA TRATAR UMA DOENÇA EM UM SUJEITO MAMÍFERO, MÉTODO PARA REDUZIR OU ELIMINAR UMA OU MAIS MUTAÇÕES OU ANORMALIDADES CITOGENÉTICAS NAS CÉLULAS CANCEROSAS DE UM SUJEITO COM CÂNCER, MÉTODO PARA DIAGNOSTICAR UM SUJEITO COM UMA DOENÇA PROLIFERATIVA RESPONSIVA À TERAPIA DE QUELAÇÃO, MÉTODO PARA DIAGNOSTICAR E TRATAR UM SUJEITO COM UMA DOENÇA PROLIFERATIVA RESPONSIVA À TERAPIA DE QUELAÇÃO, COMPOSIÇÃO FARMACÊUTICA OU COMBINAÇÃO FARMACÊUTICA, QUELANTE DE METAL, TERAPIA ANTICÂNCER, E ANTIOXIDANTE E/OU MINERAL",A61B 5/145,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620321&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". Trata-se de métodos para tratar cânceres, incluindo leucemias, que utilizam terapias de combinação. Em algumas modalidades, um quelante de metal é administrado a um paciente em conjunto com uma terapia para câncer, zinco, selênio, magnésio e vitamina C para tratar o câncer. Em algumas modalidades, a eficácia aumentada da terapia para câncer pode ser observada, e/ou dosagens menores de um agente quimioterápico podem ser administradas ao sujeito como resultado da terapia de combinação.",  A61B 5/145 ;  A61K 33/24 ;  A61P 35/02,"Method for treating a disease in a parent subject, Method for reducing or eliminating one or more mutations or cytogenetic abnormalities in a cancer subject's cancer cells, Method for diagnosing a patient with a proliferative disease responsible for quellation therapy, Method for diagnosing and treating a patient with a proliferative disease responsible for quellation therapy, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications, pharmaceutical complications and pharmaceutical complications.","{'Produce', 'Move', 'Prevents', 'Break Down', 'Removes', 'Separate', 'Hold'}",,Remover,Íons metálicos,Quelatação,"O/a ""Juntar"" atua no/na Sólido para produzir um/uma Metalização.",metodo tratar doenca sujeito mamifero metodo reduzir eliminar mutacao anormalidade citogenetico celula canceroso sujeito cancer metodo diagnosticar sujeito doenca proliferativo responsivo terapia quelacao metodo diagnosticar tratar sujeito doenca proliferativo responsivo terapia quelacao composicao farmaceutico combinacao farmaceutico quelante metal terapia anticancer antioxidante eou mineral,{'concentrar'}
BR 11 2021 014469 2,22/01/2020,"SISTEMA DE MONTAGEM, DISPOSITIVOS, MÉTODOS E USOS DOS MESMOS",F16M 11/04,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1620051&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". A presente invenção se refere a sistemas, dispositivos e métodos que fornecem um sistema de montagem que inclui trilho e um suporte que é seletivamente assentado no trilho. O suporte é seletivamente e/ou automaticamente travado no trilho quando posicionado no trilho e pode ser removido do trilho ativando um ou mais botões ou atuadores. Os sistemas, dispositivos e métodos de montagem divulgados permitem que um dispositivo seja protegido do impacto e da exposição à umidade, permite que um dispositivo seja montado com segurança em uma base e/ou permite que um dispositivo seja rapidamente assentado e removido de uma base.",  F16M 11/04 ;  F16M 13/00 ;  G06F 1/16,"System of installation, devices, methods and uses of the same","{'Move', 'Break Down', 'Change Phase', 'Separate', 'Hold'}",,Fixar,Dispositivo,Travamento mecânico,"O/a ""Montar"" atua no/na Sólido para produzir um/uma Mechanical Fastener(thread, twist, etc).",montagem dispositivo metodo uso mesmo,{'montar'}
BR 10 2020 001335 1,22/01/2020,HOMOGENEIZADOR DE GOTAS PRA BICOS DE PULVERIZAÇÃO,B05B 1/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1547787&SearchParameter=01/01/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,". HOMOGENEIZADOR DE GOTAS PRA BICOS DE PULVERIZAÇÃO caracterizado por um dispositivo adaptado no porta bico existente na barra de pulverização entre o bico e a ponta de pulverização, utilizado para homogeneizar a calda a ser pulverizada no pré-bico, ou seja, antecedendo a ponta de pulverização deixando as gotas no mesmo padrão de densidade e invertendo a pressão de aplicação que antes era apenas por velocidade e agora com o homogeneizador passa a ser por sistema de empurre.",  B05B 1/02 ;  B05B 1/22,Homogeneizing Goats for Pulverization Bikes,"{'Produce', 'Freeze', 'Deposit', 'Remove', 'Break Down', 'Change Phase', 'Accumulate', 'Melt', 'Absorb', 'Join'}",,Condensar,Gás,bico de pulverização,,homogeneizador gota pra bico pulverizacao,{'condensar'}
