id_pedido,data_deposito,titulo,ipc,url,resumo,classifica_ipc
BR 11 2022 012611 5,07/02/2020,PAINEL SOLAR E TRILHO COM CONECTORES DE BORDA,H02S 20/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1667089&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  Painéis solares (1) nas Figuras 1-3, incluindo painéis solares de cristal e painéis solares de película fina, que pelo menos nas bordas de dois lados opostos (4, 5), possuem quadros (6,7), para uso em sistema solar de inclinação fixa (Figura 2), bem como para uso em sistema solar de rastreamento (Figura 3), são fornecidos com peças de acoplamento (8, 9,16 ,26) nas Figuras 4A, 5A, 6, 8, 11,13,16-206, juntamente com trilhos (2) nas Figuras 6, 8, 11, 13-15, 20, 23, também são dotados de peças de acoplamento (10, 11, 15, 25), cooperando entre si, substancialmente na forma de lingueta (15, 25) e ranhura (8, 16, 26), em que as peças de acoplamento são dotadas de elementos de travamento mecânicos (12, 28, 37) que impedem o desvio ou separação do painel solar acoplado e trilho na direção perpendicular à superfície do painel solar e paralela à superfície do painel solar. Além disso, a lingueta e as ranhuras acopladas são equilibradas por um conjunto de forças na Figura 8, Figura 25, e integradas para se apoiarem, e para suportar painel solar com resistência mecânica combinada, que oferece oportunidades para reduzir o uso de materiais, reduzir dimensões, reduzir os materiais de embalagem, reduzir o custo de envio, reduzir o tempo de instalação, além de limitar o erro do instalador e outros benefícios.",  H02S 20/00 ;  F24S 25/35
BR 11 2021 015033 1,07/02/2020,MONTAGENS DE MANCAL DESLIZANTE,B66F 9/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621021&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MONTAGENS DE MANCAL DESLIZANTE. Montagens de mancal deslizante capazes de possibilitar o deslizamento de um implemento de transporte de carga relativo a uma estrutura de suporte de carga, tendo uma primeira e uma segunda superfícies de transporte de carga, respectivamente, são descritas. Em uma modalidade, a montagem de mancal deslizante inclui substancialmente primeiro e segundo elementos de mancal alongados não metálicos se estendendo em paralelo para suportar a primeira superfície de transporte de carga do implemento de transporte de carga deslizável sobre a estrutura de suporte de carga. Um dos elementos de mancal senso composto de peças múltiplas alongadas cada uma mais curta em comprimento que um comprimento da outra dos elementos de mancal. A montagem de mancal deslizante inclui adicionalmente um poste que se estende a partir de uma superfície de cada uma das peças múltiplas alongadas, que é uma superfície que é oposta à segunda superfície de transporte de carga, cada poste é dimensionado para se encaixar em um respectivo recesso da segunda superfície de transporte de carga. A montagem de mancal deslizante inclui adicionalmente pelo menos um revestimento na primeira superfície de transporte de carga feito de material(s) termoplástico de alto desempenho.",  B66F 9/00 ;  F16C 29/00 ;  F16C 32/00 ;  F16C 33/02 ;  F16C 33/20 ;  F16C 33/12 ;  B05C 19/00
BR 11 2021 015074 9,07/02/2020,"PROCESSO PARA O PRÉ-TRATAMENTO DE SUBSTRATOS METÁLICOS PARA CONFORMAÇÃO A FRIO, LUBRIFICANTE REATIVO ACÍDICO, CONCENTRADO, SUBSTRATO METÁLICO PRÉ-TRATADO, E, USO DO SUBSTRATO METÁLICO",C10M 173/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621116&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PROCESSO PARA O PRÉ-TRATAMENTO DE SUBSTRATOS METÁLICOS PARA CONFORMAÇÃO A FRIO, LUBRIFICANTE REATIVO ACÍDICO, CONCENTRADO, SUBSTRATO METÁLICO PRÉTRATADO, E, USO DO SUBSTRATO METÁLICO. A presente invenção se refere a um processo simplificado para o pré-tratamento de substratos metálicos para conformação a frio, em que um substrato metálico é sucessivamente 1) preferivelmente limpo e subsequentemente enxaguado, 2) preferivelmente decapado e subsequentemente enxaguado, 3) colocado em contato com um lubrificante reativo acídico a base de base compreendendo a) ácido oxálico, b) pelo menos um acelerador que compreende nitroguanidina e/ou pelo menos uma fonte de ferro (III) e c) pelo menos um formador de película, pelo menos uma cera e/ou pelo menos um óleo lubrificante emulsificado e 4) é opcionalmente seco, onde pelo menos um formador de película é selecionado a partir do grupo que consiste em homopolímeros e copolímeros de etileno, propileno, estireno, ácido (met)acrílico, (met)acrilato, vinilamina, vinilformamida, vinilpirrolidona, vinilcaprolactama, acetato de vinila, vinilimidazol e/ou epóxido e sais dos mesmos, e poliuretanos, poliamidas, polietileniminas, poliaminas e sais dos mesmos, onde pelo menos uma cera é selecionada a partir do grupo que consiste em ceras não iônicas e ceras cationicamente estabilizadas, e onde pelo menos um óleo lubrificante emulsificado é selecionado a partir do grupo que consiste em óleos sintéticos, óleos minerais, óleos vegetais e óleos animais, a um lubrificante reativo correspondente e a um substrato metálico que foi pré-tratado pelo processo, e o uso do mesmo.",  C10M 173/00 ;  C23C 22/46 ;  C10M 173/02
BR 11 2021 015134 6,07/02/2020,MONTAGEM E SISTEMA DE VEDAÇÃO DE FILTRO,B01D 46/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621178&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MONTAGEM E SISTEMA DE VEDAÇÃO DE FILTRO. A tecnologia revelada no presente documento se refere, em parte, a uma montagem de filtro. O meio filtrante está disposto sobre uma abertura de meio central, em que o meio filtrante tem uma primeira extremidade e uma segunda extremidade. A abertura de meio central se estende em uma direção axial a partir da primeira extremidade em direção à segunda extremidade. Uma tampa de extremidade é acoplada à primeira extremidade do meio filtrante. A tampa de extremidade define uma abertura em comunicação fluida com a abertura de meio central, uma superfície interna que está em contiguidade e circunda a abertura de tampa de extremidade, e uma superfície vedante perimétrica sobre a tampa de extremidade. Uma primeira porção da superfície vedante perimétrica se projeta para dentro em direção à abertura de tampa de extremidade e uma segunda porção da superfície vedante perimétrica se projeta para fora a partir da abertura de tampa de extremidade. A primeira porção e a segunda porção estão em alinhamento axial, e a superfície vedante perimétrica forma um laço oblongo em um primeiro corte transversal ortogonal à direção axial.",  B01D 46/00 ;  B01D 46/24 ;  B01D 46/52 ;  B01D 46/02
BR 11 2021 015437 0,07/02/2020,PROCESSO PARA A PRODUÇÃO DE UMA BEBIDA LÁCTEA MISTURADA FRIA,A23C 3/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621803&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PROCESSO PARA A PRODUÇÃO DE UMA BEBIDA LÁCTEA MISTURADA FRIA. A presente invenção refere-se a um processo para produzir uma bebida misturada fria feita de leite e um componente ácido, caracterizado pelo fato de que compreende uma etapa de desnaturação do leite. Aqui, o leite é aquecido a uma temperatura de desnaturação TDENAT que se situa na faixa de 72 ºC a 155 ºC antes da misturação com o componente ácido, e é mantido à temperatura de desnaturação TDENAT por um tempo de desnaturação tDENAT. Em seguida, o leite desnaturado é misturado com o componente ácido. A mistura é tratada termicamente para aumentar a vida útil. Para isso, a mistura é aquecida a uma temperatura THALT que se situa na faixa de 63 ºC a 155 ºC, e é mantida na temperatura THALT ao longo de um período de tratamento térmico tHALT. A mistura tratada termicamente é homogeneizada a uma pressão de homogeneização PHOM que se situa na faixa de 75 bar a 275 bar e, em seguida, é resfriada a uma temperatura que se situa na faixa de 4ºC a 25 ºC.",  A23C 3/02 ;  A23C 9/152
BR 11 2021 015148 6,07/02/2020,"MÉTODO PARA APLICAR REVESTIMENTOS À BASE DE SILANO EM SUPERFÍCIES SÓLIDAS, COMPOSIÇÃO, SUPERFÍCIE SÓLIDA, E, USO DA SUPERFÍCIE SÓLIDA",B05D 1/36,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621193&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO PARA APLICAR REVESTIMENTOS À BASE DE SILANO EM SUPERFÍCIES SÓLIDAS, COMPOSIÇÃO, SUPERFÍCIE SÓLIDA, E, USO DA SUPERFÍCIE . A presente invenção se refere a um método melhorado para aplicar revestimentos à base de silano em superfícies sólidas, em particular superfícies metálicas, em que uma superfície sólida, em particular uma superfície metálica opcionalmente anodizada ou revestida por conversão, é i) opcionalmente limpa, gravada e/ou desmutted, ii) colocada em contato com pelo menos um silano não hidrolisado, de modo que uma camada de silano não hidrolisada seja formada na superfície sólida, iii) colocada em contato com água, de modo que a camada de silano esteja pelo menos parcialmente hidrolisada, iv) pelo menos parcialmente seca, de modo que os resíduos de água e alcanol sejam pelo menos parcialmente removidos da superfície sólida, v) opcionalmente aquecida, de modo que a camada de silano pelo menos parcialmente hidrolisada e pelo menos parcialmente seca seja curada, e iv) caso a etapa v) seja conduzida, opcionalmente pintada. A presente invenção também se refere a uma composição que contém silano correspondente assim como a uma superfície sólida, em particular uma superfície metálica, com um revestimento à base de silano correspondente e seu uso no campo de indústria de transporte ou montagem eletricamente condutiva.",  B05D 1/36 ;  B05D 7/14 ;  B05D 1/18 ;  C08K 5/3477 ;  C09D 5/08 ;  C09D 183/04 ;  C23C 22/73 ;  C23C 22/74 ;  C23C 22/83 ;  B05D 3/04 ;  B05D 3/02
BR 11 2021 015156 7,07/02/2020,CATETER URINÁRIO HIDROFÓBICO INTERMITENTE,A61M 25/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621197&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  CATETER URINÁRIO HIDROFÓBICO INTERMITENTE. Trata-se de um cateter urinário hidrofóbico intermitente (1) com um revestimento hidrofílico (9) e que compreende uma pluralidade de aberturas de drenagem (5). A superfície externa (8) da porção tubular (1a) forma uma projeção (410) que rodeia as aberturas na superfície externa e que se estende acima da superfície hidrofílica (411) quando o material hidrofílico está condição não expandida.,  A61M 25/00 ;  A61M 27/00
BR 11 2021 015206 7,07/02/2020,LIVRO DE CÓDIGOS DE SOLICITAÇÃO DE REPETIÇÃO AUTOMÁTICA HÍBRIDA DINÂMICA (HARQ) PARA COMUNICAÇÃO DE PONTO DE RECEPÇÃO E TRANSMISSÃO MÚLTIPLA (TRP),H04L 1/16,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621379&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  LIVRO DE CÓDIGOS DE SOLICITAÇÃO DE REPETIÇÃO AUTOMÁTICA HÍBRIDA DINÂMICA (HARQ) PARA COMUNICAÇÃO DE PONTO DE RECEPÇÃO E TRANSMISSÃO MÚLTIPLA (TR). A presente revelação proporciona sistemas, métodos e aparelhos para comunicação sem fio. Em um aspecto, proporciona-se uma abordagem de ponto de recepção e transmissão múltipla (TRP) para retroinformações de confirmação (ACK) de solicitação de repetição automática híbrida (HARQ) usando indicadores de atribuição em enlace descendente contrário (DAIs) (cDAIs) e DAIs totais (tDAIs). Por exemplo, algumas técnicas e aparelhos descritos no presente documento podem proporcionar um método de contagem conjunta em que cDAIs e tDAIs são implementados e rastreados conjuntamente entre os TRPs de um grupo multi-TRP. Isso pode ser útil no cenário de backhaul ideal quando o grupo multi-TRP for conjuntamente agendado, e pode ser mais robusto contra erros em relação a um método de contagem separada. Algumas técnicas e aparelhos descritos no presente documento podem proporcionar um método de contagem separada, em que cDAIs e tDAIs são implementados e rastreados separadamente pelos respectivos TRPs de um grupo multi-TRP.",  H04L 1/16 ;  H04L 1/18 ;  H04L 5/00
BR 11 2021 015222 9,07/02/2020,"MÉTODOS, SISTEMAS E KITS PARA TRATAMENTO DE DOENÇA INFLAMATÓRIA DE ALVEJAMENTO DE IL18R1",A61K 38/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621394&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODOS, SISTEMAS E KITS PARA TRATAMENTO DE DOENÇAINFLAMATÓRIA DE ALVEJAMENTO DE IL18R1. São descritos no presente documento métodos, sistemas, composições e kits úteis para o diagnóstico e/ou tratamento de uma doença ou condição em um indivíduo. A presente revelação se refere a métodos e sistemas para identificar e estratificar pacientes adequados para tratamento com um modulador de IL18R1, como descrito no presente documento.",  A61K 38/00 ;  A61P 1/00 ;  A61P 37/02 ;  C07K 14/715 ;  C12N 15/12 ;  C12Q 1/68
BR 11 2021 015444 2,07/02/2020,RAÇÃO INCLUINDO LÍQUIDO DA CASCA DA CASTANHA DE CAJU E CÉLULAS,A23K 10/16,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621820&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  RAÇÃO INCLUINDO LÍQUIDO DA CASCA DA CASTANHA DE CAJU E CÉLULAS. Uma ração incluindo líquido da casca da castanha de caju e células bacterianas é fornecida para criar animais monogástricos não humanos, como frangos ou porcos, em que o conteúdo líquido da casca da castanha de caju não é mais do que 500 ppm em massa em relação à quantidade total da ração. A ração pode estimular o ganho de peso em animais monogástricos não humanos, como frangos ou porcos, e aumentar a eficiência, por exemplo, na produção de carne.",  A23K 10/16 ;  A23K 20/158 ;  A23K 50/30 ;  A23K 50/75
BR 11 2021 015527 9,07/02/2020,PROCESSO PARA PRODUZIR UMA COMPOSIÇÃO DE FOSFOLIPÍDIO TERAPÊUTICO CONCENTRADO A PARTIR DE EXTRATOS DE KRILL QUE CONTÊM ALTO NÍVEL DE ÁCIDOS GRAXOS LIVRES,A61K 35/612,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621995&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PROCESSO PARA PRODUZIR UMA COMPOSIÇÃO DE FOSFOLIPÍDIO TERAPÊUTICO CONCENTRADO A PARTIR DE EXTRATOS DE KRILL QUE CONTÊM ALTO NÍVEL DE ÁCIDOS GRAXOS LIVRES. Trata-se de processos fornecidos para gerar uma composição de fosfolipídio terapêutico concentrado a partir de óleo bruto de krill que contém alto teor de ácidos graxos livres. Particularmente, é fornecido um processo que produz uma composição de fosfolipídio concentrado que compreende as etapas de: fracionar um óleo bruto de krill (RKO) que contém pelo menos 7% de ácidos graxos livres (FFA) obter uma fração enriquecida fosfolipídios e uma camada indesejada; e separar a dita fração enriquecida em fosfolipídios da camada indesejada, produzindo a composição de fosfolipídio terapêutico concentrado com um rendimento de pelo menos 30%.",  A61K 35/612 ;  A61K 31/20 ;  A61K 31/202 ;  A61K 31/66 ;  A61K 31/683 ;  C07C 57/03 ;  C07F 9/09
BR 11 2021 015299 7,07/02/2020,DISPOSITIVO PARA MEDIR A ESPESSURA DE UMA PLACA DE RESFRIAMENTO E MÉTODO DE MEDIÇÃO,F27D 21/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621541&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  DISPOSITIVO PARA MEDIR A ESPESSURA DE UMA PLACA DE RESFRIAMENTO E MÉTODO DE MEDIÇÃO. A presente invenção se refere a uma um dispositivo (10) e um método para medir a espessura de uma placa de resfriamento (12) são revelados. O dispositivo é desenhado para encaixar no interior de um canal de refrigerante (16) da placa de resfriamento e compreende um alojamento do portador de sonda (26) que tem um lado do sensor frontal (30) e um lado traseiro oposto (32), em que uma sonda ultrassônica (28) é arranjada. Um fio flexível (60) é ligado no alojamento de sonda para auxiliar a progressão do portador de sonda através do comprimento do canal de refrigerante. O portador de sonda inclui uma estrutura expansível (41) compreendendo uma alavanca frontal e uma traseira (44, 46) articuladas no alojamento (26) em extremidades opostas em que dispositivos de mola (63) são arranjados para predispor as alavancas (44, 46) na direção uma da outra. A estrutura expansível é configurada para expandir de uma configuração compacta para uma configuração expandida, desenhada para suportar contra a superfície interna (42) do dito canal de refrigerante (16) e predispor o lado do sensor (30) do alojamento do sensor contra a superfície interna (42) do canal de refrigerante.",  F27D 21/00 ;  C21B 7/10 ;  G01N 29/265 ;  F27D 9/00 ;  C21B 7/24 ;  F27D 19/00 ;  G01N 29/07 ;  G01N 29/22
BR 11 2021 015361 6,07/02/2020,AGENTES DE RNAI PARA A INFECÇÃO PELO VÍRUS DA HEPATITE B,A61K 9/00,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621664&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  AGENTES DE RNAI PARA A INFECÇÃO PELO VÍRUS DA HEPATITE B. A presente invenção refere-se a métodos para inibição da expressão gênica do vírus da hepatite B ou tratamento de sintomas e/ou doenças associadas à infecção pelo vírus da hepatite B. Regimes de dosagem para a administração desses agentes de RNAi também são descritos. São descritos agentes de interferência de RNA (RNAi) para inibir a expressão do gene do vírus da hepatite B. Os agentes de RNAi de HBV descritos na presente invenção podem ser direcionados a células, como hepatócitos, por exemplo, com o uso de ligantes direcionadores conjugados. Também são descritas composições farmacêuticas que compreendem um ou mais agentes de RNAi de HBV opcionalmente com um ou mais agentes terapêuticos adicionais. A aplicação dos agentes de RNAi de HBV descritos ao fígado infectado in vivo fornece a inibição da expressão genética do HBV e o tratamento de doenças e condições associadas à infecção pelo HBV.",  A61K 9/00 ;  A61K 31/713 ;  C12N 15/113 ;  A61P 31/20 ;  A61P 1/16
BR 11 2021 017756 6,07/02/2020,PIPERIDINILA BICÍCLICA FUNDIDA E COMPOSTOS RELACIONADOS COMO MODULADORES DO RECEPTOR C5A,C07D 215/54,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1626113&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  PIPERIDINILA BICÍCLICA FUNDIDA E COMPOSTOS RELACIONADOS COMO MODULADORES DO RECEPTOR C5A. A presente invenção se refere a piperidinila bicíclica fundida, piperidinila meta-substituída e seus compostos relacionados que modulam as atividades do receptor C5a de mamífero pela ligação direta ao receptor C5a. A invenção também se refere a composições farmacêuticas contendo tais compostos e sua utilização no tratamento de uma doença ou distúrbio envolvendo a ativação patológica de receptores C5a.",  C07D 215/54 ;  A61K 31/47 ;  A61P 37/00
BR 11 2021 015387 0,07/02/2020,AGONISTAS DO RECEPTOR DE CANABINOIDE E PRODUTO TERAPÊUTICO ANSIOLÍTICO À BASE DE INIBIDOR ENZIMÁTICO DE SERINA HIDROLASE,A61K 31/4525,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621698&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  AGONISTAS DO RECEPTOR DE CANABINOIDE E PRODUTO TERAPÊUTICO ANSIOLÍTICO À BASE DE INIBIDOR ENZIMÁTICO DE SERINA HIDROLASE. São fornecidas, na presente invenção, formulações para tratar transtornos de humor afetivos. As formulações compreendem um ou mais do que um agonista do receptor de CB e um ou mais do que um inibidor enzimático de serina hidrolase.",  A61K 31/4525 ;  A61K 31/05 ;  A61P 25/22 ;  C07C 39/23 ;  C07D 405/06
BR 11 2021 015399 3,07/02/2020,MÉTODO PARA A EXTRAÇÃO DE LÍTIO DE UMA BATERIA ELÉTRICA COMPREENDENDO LÍTIO METÁLICO SÓLIDO,H01M 4/38,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621707&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  MÉTODO PARA A EXTRAÇÃO DE LÍTIO DE UMA BATERIA ELÉTRICA COMPREENDENDO LÍTIO METÁLICO SÓLIDO. A invenção refere-se a um método (300) para a extração de lítio de uma montagem de pelo menos uma célula de uma bateria elétrica compreendendo lítio metálico sólido, tal como uma bateria de Lítio-Metal-Polímero, o referido método (300) compreendendo uma fase de extração (306) compreendendo as seguintes etapas: - posicionar (308) a referida montagem em uma orientação na qual uma primeira borda da referida montagem, da qual se estendem um ou mais eletrodos negativos, está localizada abaixo de uma segunda borda da referida montagem, oposta à referida primeira borda, e da qual se estendem um ou mais eletrodos positivos; e - aquecer (310) a referida montagem a uma temperatura de tratamento superior ou igual à temperatura de fusão do referido lítio metálico sólido. Também refere-se a uma instalação que implementa tal método.",  H01M 4/38 ;  C22B 1/00 ;  C22B 7/00 ;  C22B 26/12 ;  H01M 6/52 ;  H01M 10/052 ;  H01M 10/054 ;  H01M 10/0565
BR 11 2021 015405 1,06/02/2020,"COMPOSIÇÃO DE COMBUSTÍVEL, E, MÉTODOS PARA MELHORAR A LUBRICIDADE DE UMA COMPOSIÇÃO DE COMBUSTÍVEL E PARA MELHORAR O DESEMPENHO DE COMBUSTÍVEL DE UM MOTOR DE INJEÇÃO DIRETA",C10L 1/19,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621713&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  COMPOSIÇÃO DE COMBUSTÍVEL, E, MÉTODOS PARA MELHORAR A LUBRICIDADE DE UMA COMPOSIÇÃO DE COMBUSTÍVEL E PARA MELHORAR O DESEMPENHO DE COMBUSTÍVEL DE UM MOTOR DE INJEÇÃO DIRETA. Trata-se de uma composição de combustível que compreende um combustível e um pacote de aditivos de lubricidade, em que o pacote de aditivos de lubricidade compreende (1) ácido dodecanoico, e (2) 1-lauroil-rac-glicerol e o combustível é gasolina.",  C10L 1/19 ;  C10L 10/08 ;  C10L 1/188
BR 11 2021 015491 4,06/02/2020,FORMULAÇÃO DE TINTA PARA UTENSÍLIOS DE COZINHA,C09D 7/61,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621882&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  FORMULAÇÃO DE TINTA PARA UTENSÍLIOS DE COZINHA. A invenção se refere a uma formulação de tinta à base de água, transparente e livre de pigmentos, útil para realizar em utensílios de cozinha um revestimento com capacidade antiaderente aprimorada que, com sua transparência, mantém ao mesmo tempo a naturalidade da superfície revestida e também é dotada com uma durabilidade de longo prazo.",  C09D 7/61 ;  B05D 5/08 ;  C09D 7/63 ;  C09D 127/12 ;  C09D 127/18
BR 11 2021 015479 5,06/02/2020,ANTICORPOS ANTI-TREM1 E MÉTODOS RELACIONADOS,C07K 16/28,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1621869&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  ANTICORPOS ANTI-TREM1 E MÉTODOS RELACIONADOS. São fornecidos aqui anticorpos anti-TREM1 e métodos relacionados de produção e uso de anticorpos anti-TREM1. Também são fornecidos métodos e composições para intensificar uma resposta imune e / ou para o tratamento de uma condição relacionada ao sistema imunológico em um indivíduo, por exemplo, câncer, compreendendo matar, desativar ou esgotar células mieloides não estimulatórias usando um anticorpo anti-TREM1 ou fragmento de ligação ao antígeno do mesmo.",  C07K 16/28 ;  C07K 14/705 ;  A61K 39/395
BR 10 2020 002504 0,06/02/2020,DISPERSÃO AQUOSA DE MICROESFERAS COMPÓSITAS POLIMÉRICAS,C08L 71/02,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1553944&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,"  DISPERSÃO AQUOSA DE MICROESFERAS COMPÓSITAS POLIMÉRICAS A presente invenção se refere a uma composição compreendendo uma dispersão aquosa de microesferas compósitas poliméricas compreendendo uma dispersão aquosa de microesferas compósitas poliméricas que compreendem um polissiloxano e um polímero, como aqui definido, e um processo de polimerização de suspensão para fazer a composição. A composição é útil para fazer revestimentos livres de defeitos com um coeficiente de atrito relativamente baixo.",  C08L 71/02 ;  C08L 71/10 ;  C08L 83/04
BR 11 2021 015545 7,06/02/2020,"UNIDADE DE TRANSMISSÃO/RECEPÇÃO SEM FIO, E, MÉTODO EXECUTADO POR UMA UNIDADE DE TRANSMISSÃO/RECEPÇÃO SEM FIO",H04B 7/185,https://busca.inpi.gov.br/pePI/servlet/PatenteServletController?Action=detail&CodPedido=1622018&SearchParameter=01/02/2020%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20&Resumo=&Titulo=,  Trata-se de uma unidade de transmissão/recepção sem fio (WTRU) que pode se comunicar em uma rede não terrestre (NTN) que compreende uma pluralidade de satélites. A WTRU pode ser pré-configurada com uma pluralidade de configurações de medição e uma pluralidade correspondente de critérios de ativação/desativação associados à pluralidade de satélites. Os critérios de ativação/desativação incluem ao menos informações de temporização de ativação. A WTRU pode ativar e desativar cada uma dentre a pluralidade de configurações de medição ao longo do tempo de acordo com os critérios de ativação/desativação. A WTRU pode realizar medições em feixes de células para satélites com configurações de medição ativas e relatar à NTN os resultados com base nas medições.,  H04B 7/185
